Country,LanguageHaveWorkedWith,LanguageWantToWorkWith,ConvertedCompYearly,WorkExp,RemoteWork,AISelect
Brazil,Bash/Shell (all shells);C;C++;Python,Bash/Shell (all shells);C;C++;Go;Python;Zig,63713.0,24.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools monthly or infrequently"
Brazil,Dart;HTML/CSS;JavaScript,Dart,109222.0,8.0,Remote,"Yes, I use AI tools daily"
Brazil,Go;JavaScript;Rust,Rust,146.0,24.0,,"Yes, I use AI tools daily"
Brazil,HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,Java;JavaScript;SQL;TypeScript,25485.0,6.0,In-person,"Yes, I use AI tools weekly"
Brazil,COBOL;Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript,Go;Java;JavaScript;TypeScript,20024.0,4.0,"Hybrid (some in-person, leans heavy to flexibility)",
Brazil,Python,Python,,11.0,Remote,"No, but I plan to soon"
Brazil,HTML/CSS;JavaScript;PHP;Rust;SQL,HTML/CSS;JavaScript,21844.0,17.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;Python;SQL,Bash/Shell (all shells);Go;Python;SQL,54611.0,7.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,200000.0,15.0,Remote,"Yes, I use AI tools daily"
Brazil,Java;Python;VBA,Java;Python;VBA,58252.0,15.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;Zig,32767.0,9.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Ruby;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;SQL;TypeScript,43689.0,4.0,,"Yes, I use AI tools daily"
Brazil,C;C#;C++;Java;JavaScript;MATLAB,Python;R;SQL,1365.0,6.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Java;Python,Java;Python,91018.0,17.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;Elixir;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,60000.0,20.0,Remote,"Yes, I use AI tools weekly"
Brazil,,,40048.0,8.0,Remote,"Yes, I use AI tools weekly"
Brazil,HTML/CSS;Java;JavaScript;PHP;Python,,75600.0,13.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);GDScript;Go;MicroPython;Rust,Bash/Shell (all shells);Dart;GDScript;Go;MicroPython;Rust,,25.0,,"Yes, I use AI tools weekly"
Brazil,SQL,Python;SQL,72815.0,26.0,"Hybrid (some in-person, leans heavy to flexibility)","No, but I plan to soon"
Brazil,C;HTML/CSS,C;Go;HTML/CSS;Java;JavaScript;Perl;PHP;Python;Ruby;Rust;SQL;Swift,20000.0,27.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;TypeScript,Go,728.0,2.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);Java;Kotlin;SQL,14927.0,6.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Ruby,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Ruby;Rust;TypeScript,1820.0,11.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;Java;JavaScript;Kotlin;TypeScript,C#;Go;HTML/CSS;Java;JavaScript;Kotlin;Rust;TypeScript,23665.0,6.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;JavaScript;Python;SQL,Bash/Shell (all shells);Python;SQL,48756.0,8.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Go,36407.0,7.0,In-person,"Yes, I use AI tools daily"
Brazil,C;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Rust;SQL;TypeScript;Zig,C;Go;HTML/CSS;Rust;SQL;TypeScript,42888.0,21.0,Remote,"No, and I don't plan to"
Brazil,C#;Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,,,25.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Assembly;C++;COBOL;Java;Python;SQL;VBA,,36407.0,20.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;Lua;Ruby;Rust,Lua;Ruby;Rust;Gleam,80824.0,6.0,Remote,"Yes, I use AI tools daily"
Brazil,Dart;Elixir;F#;HTML/CSS;JavaScript;Python;Scala;SQL;TypeScript;Gleam,MicroPython,,15.0,In-person,"Yes, I use AI tools daily"
Brazil,Go;JavaScript;Lua;Python;SQL,Rust,170000.0,20.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;Delphi;JavaScript;PowerShell;TypeScript,C#;Delphi;JavaScript;TypeScript,94659.0,13.0,Remote,"Yes, I use AI tools daily"
Brazil,SQL;Swift,Kotlin;SQL;Swift,37682.0,10.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zig;Mojo;Gleam,,,,,"No, but I plan to soon"
Brazil,Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;Lisp;Lua;Prolog;Python;Rust;SQL;TypeScript;Zig,Assembly;Bash/Shell (all shells);Erlang;Go;HTML/CSS;Lisp;Lua;Prolog;Rust;Zig,27306.0,,Remote,"No, and I don't plan to"
Brazil,C#;HTML/CSS;JavaScript;Python;TypeScript,C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Lua;MATLAB;Python;SQL;TypeScript,,7.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Lua;Perl;PowerShell;Python;SQL;TypeScript,Assembly;C;Elixir;Erlang;Go;Kotlin;OCaml;Python;Rust;TypeScript;Zig,13107.0,3.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,HTML/CSS;Java;JavaScript;Kotlin;Ruby;SQL,Ruby;SQL,42779.0,12.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Lua;MicroPython;PowerShell;Python;R;SQL,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Lua;MicroPython;PowerShell;Python;R;Rust;SQL,33422.0,25.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,21844.0,15.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools monthly or infrequently"
Brazil,,,,,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Dart;PowerShell;Python;SQL,Bash/Shell (all shells);Dart;PowerShell;Python;SQL,72815.0,10.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Bash/Shell (all shells);Dart;Go;HTML/CSS;Python;TypeScript,,,,"Yes, I use AI tools daily"
Brazil,C;GDScript;HTML/CSS;JavaScript;PHP;TypeScript,C;C++;GDScript;Go;Rust,,,,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);COBOL;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);COBOL;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,32767.0,20.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,Assembly;Bash/Shell (all shells);C#;C++;GDScript;Go;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,,,1.0,In-person,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;Rust;SQL,Rust,45509.0,6.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Go;JavaScript;TypeScript,C;C++;Elixir;Erlang;Go;Java;JavaScript;TypeScript;Gleam,24757.0,13.0,Remote,"Yes, I use AI tools daily"
Brazil,Ada;COBOL;Dart;Delphi;Elixir;Erlang;F#;Lisp;Lua;MATLAB;PowerShell;Prolog;Python;R;Rust;Scala;TypeScript;Zig;Mojo;Gleam,Ada;Assembly;Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Kotlin;MicroPython;OCaml;PHP;Ruby;SQL;Swift;VBA;Visual Basic (.Net),11.0,,,"Yes, I use AI tools weekly"
Brazil,HTML/CSS;JavaScript;TypeScript,Go;HTML/CSS;TypeScript,21662.0,9.0,Remote,"Yes, I use AI tools daily"
Brazil,Python;Rust;SQL,C;C++;Python;Rust;SQL,16383.0,4.0,Remote,"Yes, I use AI tools daily"
Brazil,Delphi,C++,,50.0,Remote,"No, but I plan to soon"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;TypeScript,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Lua;Ruby;Rust,,10.0,Remote,"Yes, I use AI tools daily"
Brazil,C;C#;SQL;VBA,C;C#;C++;JavaScript;SQL;VBA,26213.0,18.0,,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;Python;R;SQL,C#;HTML/CSS;Python;R;SQL;TypeScript,,40.0,,"Yes, I use AI tools daily"
Brazil,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;GDScript;HTML/CSS;Java;JavaScript;Lisp;Lua;PowerShell;Prolog;Python;SQL,Bash/Shell (all shells);C;C#;C++;GDScript;HTML/CSS;Java;JavaScript;Kotlin;Lua;OCaml;Python;Rust;SQL;Swift;TypeScript;Zig,18204.0,2.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;JavaScript;PowerShell;Python;SQL;TypeScript,C#;JavaScript;PowerShell;Python;SQL;TypeScript,,25.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;Go;Java;JavaScript;Lua;Python;TypeScript,,109222.0,16.0,Remote,"Yes, I use AI tools daily"
Brazil,C;C#;C++;Delphi;HTML/CSS;PHP;Python;SQL;Visual Basic (.Net),Delphi;Python;SQL,15473.0,39.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,2184.0,,In-person,"Yes, I use AI tools weekly"
Brazil,HTML/CSS;Java;JavaScript;Python;SQL,Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,87378.0,14.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Assembly;Bash/Shell (all shells);C;C#;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;Perl;PHP;PowerShell;Python;R;SQL;TypeScript;VBA;Visual Basic (.Net),Go;Mojo,28398.0,11.0,Remote,"Yes, I use AI tools weekly"
Brazil,Go,Go,9830.0,1.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,Bash/Shell (all shells);Elixir;F#;HTML/CSS;JavaScript;Ruby;Rust;SQL;Zig;Gleam,159928.0,18.0,Remote,"Yes, I use AI tools daily"
Brazil,JavaScript;Python;TypeScript,Python,49150.0,17.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;JavaScript;SQL,C#;JavaScript;SQL,25485.0,11.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);Delphi;Go;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;R;Ruby;Rust;SQL;TypeScript,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL,1820.0,24.0,,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;SQL,C#;SQL,5461.0,3.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;SQL,32767.0,17.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript,,36407.0,9.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net),C#;Dart;Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript;Visual Basic (.Net),,4.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools monthly or infrequently"
Brazil,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;Visual Basic (.Net),C#;HTML/CSS;JavaScript;SQL;TypeScript,10376.0,7.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,Perl;Python,,,1.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Rust;SQL,45509.0,35.0,Remote,"Yes, I use AI tools daily"
Brazil,,,,3.0,,"Yes, I use AI tools daily"
Brazil,Assembly;Bash/Shell (all shells);C;C++;GDScript;Go;HTML/CSS;JavaScript;Lisp;Lua;Perl;PHP;PowerShell;Python;SQL;TypeScript,Assembly;Bash/Shell (all shells);C;C#;C++;Elixir;Erlang;F#;Go;HTML/CSS;Java;Kotlin;Lisp;Lua;MATLAB;OCaml;PHP;PowerShell;Prolog;Python;Rust;Scala;SQL;TypeScript;Zig,,2.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);Java;Kotlin,Bash/Shell (all shells);Kotlin;SQL,83737.0,9.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Bash/Shell (all shells);C++;PHP;SQL,9102.0,3.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;Python,R;SQL,127.0,,,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,110000.0,17.0,Remote,"No, and I don't plan to"
Brazil,HTML/CSS;Java;JavaScript;Python;SQL;VBA;Gleam,C#;C++;COBOL;Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;VBA;Gleam,,3.0,,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;R;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,43689.0,26.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,,,,38.0,,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;VBA,Assembly;C;C#;C++;Elixir;F#;HTML/CSS;JavaScript;Lisp;Lua;Perl;Python;Rust;SQL;TypeScript;VBA,12743.0,3.0,Remote,"No, but I plan to soon"
Brazil,,,,35.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;TypeScript;Zig,Bash/Shell (all shells);C;Go;HTML/CSS;PHP;Zig,109222.0,14.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Python,Rust,27306.0,11.0,Remote,"No, and I don't plan to"
Brazil,JavaScript;PHP,Go;JavaScript;PHP;Python;Rust,10922.0,3.0,In-person,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript;Gleam,Bash/Shell (all shells);Elixir;Erlang;Go;HTML/CSS;Rust;SQL;TypeScript;Gleam,10922.0,5.0,Remote,"Yes, I use AI tools daily"
Brazil,,,45509.0,25.0,,
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;R;SQL;Swift,18204.0,6.0,,"Yes, I use AI tools daily"
Brazil,C++;HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL,Assembly;Bash/Shell (all shells);C;C++;Go;MATLAB;Rust,13882.0,10.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);C;Dart;GDScript;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,Bash/Shell (all shells);Python;Rust;Scala,,13.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;VBA;Visual Basic (.Net),HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;Visual Basic (.Net),19114.0,23.0,In-person,"No, but I plan to soon"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,1274.0,,,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;PowerShell;Python;R;Rust;SQL;TypeScript,58980.0,31.0,Remote,"Yes, I use AI tools daily"
Brazil,JavaScript;TypeScript,C++;Go;Rust;TypeScript;Zig,34496.0,8.0,Remote,"Yes, I use AI tools daily"
Brazil,,,14563.0,20.0,Remote,"Yes, I use AI tools daily"
Brazil,,,,8.0,In-person,
Brazil,HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,C#;Dart;Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL,10922.0,35.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools monthly or infrequently"
Brazil,,,,,,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;Java;SQL;Swift,C#;Java;Kotlin;SQL;Swift,15291.0,10.0,In-person,"Yes, I use AI tools daily"
Brazil,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zig;Mojo;Gleam,,18.0,100.0,"Hybrid (some remote, leans heavy to in-person)",
Brazil,,,25485.0,25.0,In-person,"Yes, I use AI tools daily"
Brazil,,,,8.0,Remote,
Brazil,,,72815.0,11.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Assembly;C;Elixir;HTML/CSS;Java;JavaScript;Python;Rust;SQL;Gleam,Elixir;Erlang;GDScript;Go;Lisp;OCaml;Python;R;Ruby;Rust;Scala;Gleam,,3.0,,"Yes, I use AI tools monthly or infrequently"
Brazil,Assembly;C;C++;HTML/CSS;Java;JavaScript,C;C++;Python,,,,"Yes, I use AI tools weekly"
Brazil,HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,C++;HTML/CSS;JavaScript;Python;Ruby;Rust;TypeScript;Zig,54000.0,12.0,Remote,"Yes, I use AI tools daily"
Brazil,,,27306.0,17.0,In-person,"Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;Ruby;SQL,C;Elixir;Go;Java;Ruby,74271.0,9.0,Remote,"No, and I don't plan to"
Brazil,VBA,Java;Kotlin;MicroPython;SQL,,,,"No, but I plan to soon"
Brazil,Dart;Elixir;Erlang;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Go;Lua;OCaml;Zig,21844.0,5.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);Dart;JavaScript,Bash/Shell (all shells);Dart;TypeScript,36407.0,9.0,Remote,"Yes, I use AI tools daily"
Brazil,C;Python,,,,,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;C++;GDScript;Rust;TypeScript,GDScript;Lua;Rust;TypeScript,9830.0,4.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Python;SQL,Bash/Shell (all shells);Go;Lua;MATLAB;MicroPython;PowerShell;Python;R;Ruby;Rust;Scala;SQL;VBA,,,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Elixir;Go;JavaScript;Python,Bash/Shell (all shells);Elixir;Go;JavaScript;Python;Gleam,,18.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;Python;SQL;TypeScript,Bash/Shell (all shells);TypeScript,9102.0,3.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Elixir;HTML/CSS;JavaScript;SQL;TypeScript,Elixir;Erlang;Go;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript,91018.0,10.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,7281.0,3.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,HTML/CSS;Java;JavaScript;Lua;Python;SQL;TypeScript;Gleam,C;Elixir;Erlang;Go;HTML/CSS;Lua;Python;SQL;TypeScript;Zig;Gleam,,6.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,,,,5.0,,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C#;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;PHP;Python;TypeScript,136528.0,13.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);Elixir;Erlang;GDScript;Go;HTML/CSS;JavaScript;Kotlin;Lua;MicroPython;PHP;Python;Rust;SQL;TypeScript,22718.0,12.0,Remote,"No, but I plan to soon"
Brazil,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript,14199.0,8.0,Remote,"Yes, I use AI tools weekly"
Brazil,Java,Kotlin;Rust,50970.0,14.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;SQL;TypeScript,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MicroPython;Python;SQL;TypeScript,50000.0,10.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;COBOL;Delphi;Elixir;GDScript;Go;HTML/CSS;JavaScript;Lua;Perl;PHP;Python;SQL;TypeScript;Gleam,Bash/Shell (all shells);Elixir;Erlang;F#;GDScript;Go;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript;Zig;Gleam,,15.0,Remote,"Yes, I use AI tools daily"
Brazil,,,273.0,,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Lua;Python;Rust;SQL;TypeScript,MicroPython;Python;Rust,102.0,19.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Elixir;Go;JavaScript;Python;Rust;SQL;TypeScript,85739.0,6.0,Remote,"Yes, I use AI tools weekly"
Brazil,Elixir;JavaScript,Dart;Elixir;Go;Python;Rust;Swift;TypeScript,27306.0,20.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;Dart;F#;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript,33677.0,16.0,"Hybrid (some remote, leans heavy to in-person)",
Brazil,GDScript;HTML/CSS;JavaScript;Lua;PHP;Python;Rust;SQL;TypeScript,C;C#;C++;Dart;GDScript;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,382.0,6.0,In-person,"Yes, I use AI tools daily"
Brazil,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;MATLAB;Python,Go;Kotlin;Lua,15473.0,9.0,"Hybrid (some remote, leans heavy to in-person)","No, and I don't plan to"
Brazil,C++;HTML/CSS;JavaScript;MicroPython;TypeScript,C++;HTML/CSS;JavaScript;MicroPython;TypeScript,,40.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C;C++;JavaScript;MATLAB;PowerShell;Python;TypeScript,Ada;Assembly;Bash/Shell (all shells);C;Lisp;Lua;MATLAB;Python;R;Ruby;Rust;TypeScript,,8.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,C;Elixir;Erlang;HTML/CSS;Ruby,54611.0,13.0,,"Yes, I use AI tools weekly"
Brazil,,,,17.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools monthly or infrequently"
Brazil,Dart;Python;Scala;SQL,Dart;Elixir;Go;Java;Kotlin;Python;Scala,40048.0,5.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,Python,50970.0,26.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;PowerShell,Bash/Shell (all shells);Go;Java;Kotlin;SQL,43689.0,6.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Python,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;Python;Rust,,,,"No, and I don't plan to"
Brazil,Assembly;Bash/Shell (all shells);C;C#;C++;Elixir;Erlang;Go;HTML/CSS;JavaScript;Lua;Python;Zig,Ada;Assembly;Bash/Shell (all shells);C;Elixir;Erlang;Go;Lua;Zig,2184.0,1.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools monthly or infrequently"
Brazil,Go;Groovy;HTML/CSS;Java;JavaScript;Python;SQL,GDScript,25485.0,5.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,,,182037.0,10.0,,"No, but I plan to soon"
